angle	VV	VH	HV	HH
22.1	-33.50223986151462	-78.01936537652935	-78.01561284962831	-54.6987477467179
22.2	-34.01532838814393	-83.03583047766372	-83.05406774079967	-52.21642100057782
22.3	-35.97236848383811	-73.27667838126777	-73.28324178990863	-46.51053158109277
22.4	-40.24457101384009	-70.36080353669965	-70.36498453813681	-45.52942714675971
22.5	-46.05102676346369	-66.99333158758753	-66.99560907269586	-47.74842089663863
22.6	-41.32767441010554	-65.2274838018071	-65.22882798063219	-52.7975996367324
22.7	-37.00840515202388	-64.06063345822918	-64.06136752366719	-47.5859394286971
22.8	-34.80279231919856	-63.39525828649786	-63.3954604544992	-42.05186132677974
22.9	-34.12171040805416	-63.04394830477289	-63.04373080256752	-38.82988661777735
23	-34.76279446469733	-64.69954302202053	-64.69892942468778	-37.36748500455366
23.1	-36.3329767321915	-67.74957252322157	-67.7483916069372	-37.49870085452869
23.2	-38.73323479512591	-68.75867803308945	-68.75760191104553	-39.05387400313201
23.3	-40.14154389746142	-73.10167530617971	-73.10149157345235	-43.38718306267621
23.4	-39.82389754796093	-76.34793204189543	-76.35216101443534	-59.48112697665594
23.5	-39.15120340512372	-72.09440220328412	-72.09779710923668	-45.6854058362369
23.6	-39.35774144511661	-67.70129437329715	-67.70296466898509	-39.31428994945841
23.7	-41.10322134427903	-66.44391559049497	-66.44490665664875	-36.48047582805558
23.8	-45.08016049298293	-65.48930899365534	-65.48991761279649	-35.31918294160437
23.9	-53.60868612612997	-66.39069009465247	-66.39102562512849	-35.53835033989478
24	-49.33869795281022	-67.04141850759591	-67.04151284017749	-37.08078094183104
24.1	-44.16282427909898	-69.22322578305965	-69.22308134447533	-40.12502978377196
24.2	-42.23505277216247	-71.85941289398131	-71.85848781709132	-43.6661085480588
24.3	-42.94059139692962	-75.18345980731216	-75.18028606320402	-41.67230591875053
24.4	-45.78998539145276	-77.36619752840917	-77.36014791541938	-37.97453883971082
24.5	-50.81928466108641	-74.59695286589076	-74.59256262501061	-35.80964576398451
24.6	-53.25900246911225	-74.75382196015883	-74.74868785971132	-34.84711754101542
24.7	-46.94117365092649	-70.38620826714885	-70.38358995947256	-34.92771408489162
24.8	-43.73085078345409	-74.4999476342005	-74.50048349325085	-36.23129094245447
24.9	-42.29348345663189	-75.95158756380025	-75.95541517795418	-38.60225703849115
25	-42.16506879633069	-71.97874811134101	-71.98476797754994	-41.87276021887267
25.1	-42.92132016476452	-72.48667343189224	-72.49263352847082	-42.21884434952027
25.2	-43.06637329753169	-73.01508094123155	-73.02072952369565	-39.93605178530189
25.3	-43.08514027839191	-75.50210262399249	-75.50877208791451	-38.15027312839641
25.4	-42.38884654136653	-70.53382834965437	-70.53499845402038	-37.70675069037901
25.5	-42.13096244912079	-69.86786640330106	-69.86938977192867	-38.17672743289855
25.6	-42.6761870991566	-69.38110363942597	-69.38365693244513	-39.55405763248648
25.7	-44.82176060591865	-66.29716554340855	-66.29972348286525	-41.12438554075421
25.8	-50.13823532826704	-64.23454284776597	-64.2372086107234	-41.1545950598901
25.9	-58.87337007932349	-65.8019708262112	-65.80574966232477	-39.62841606794935
26	-50.49960255122778	-67.48582972967921	-67.4905204255206	-38.66252257442437
26.1	-46.38390608428881	-75.48161199632216	-75.49391784120178	-38.73181305943066
