angle	VV	VH	HV	HH
5.8	-5.153016790181201	-74.007209104658	-74.00725106285208	-5.174072352022486
5.9	-5.132476415629946	-73.49195210750307	-73.49205215383633	-5.310004051371468
6	-5.170618488350342	-74.0406325299295	-74.04072733394511	-5.390510016302789
6.1	-5.280688989331601	-75.01384090835755	-75.01393414856805	-5.419411513596452
6.2	-5.45046385152594	-75.50297205576214	-75.50289190120969	-5.426138689832593
6.3	-5.648217115396149	-75.78485130985695	-75.78471796252155	-5.436644676667649
6.4	-5.826642408170591	-75.20601817321483	-75.20584552022841	-5.465060434924358
6.5	-5.949738318078305	-74.37752229707426	-74.37749191011	-5.510941382391533
6.6	-5.998205110861243	-73.82106202904056	-73.82110125758201	-5.557160508535095
6.7	-5.983870468975185	-73.30932554757082	-73.30942120190288	-5.582236804236489
6.8	-5.943069788963518	-73.63391755453191	-73.63399811549588	-5.566961261453837
6.9	-5.923613932359702	-75.3549625442557	-75.35496437041874	-5.500277865336633
7	-5.955771199604632	-78.45314475149985	-78.45289668180268	-5.388951504729649
7.1	-6.038930607888153	-76.01121635017635	-76.01097352388068	-5.256903333956933
7.2	-6.150641319844746	-75.15765206690749	-75.15753012483358	-5.130411276377727
7.3	-6.248416567408359	-72.50972557279013	-72.50975969861972	-5.035084592541993
7.4	-6.286601809672227	-73.10037791921756	-73.10053226256893	-4.98344670819391
7.5	-6.250026468744943	-72.54329796811761	-72.54350907283184	-4.981594167867573
7.6	-6.169672907306096	-73.37135063089525	-73.37157841006454	-5.020556346572023
7.7	-6.09492283352544	-75.46135158675004	-75.46157293045967	-5.088994526005223
7.8	-6.081111951950936	-75.45451857616658	-75.45457701414672	-5.162653550368147
7.9	-6.155019371747578	-74.37085804103205	-74.37080892708978	-5.231984903763706
8	-6.300821055797636	-73.60046262568002	-73.60045064805793	-5.297052447802563
8.1	-6.474050603526917	-73.7683821037761	-73.76846450670384	-5.366668294811952
8.199999999999999	-6.625122354702011	-73.0860029130333	-73.08623492064063	-5.454904303757226
8.300000000000001	-6.706949219554486	-72.65016607751734	-72.65044429416338	-5.572786739934743
8.4	-6.704392319283627	-73.1614346182363	-73.16173750332369	-5.750167984621589
8.5	-6.67155417358508	-73.89745939458896	-73.89755694870186	-5.964055262393466
8.6	-6.652133689746766	-73.07902872918459	-73.07890366814587	-6.201061746963012
8.699999999999999	-6.679011335884113	-72.01166798890515	-72.01147710431135	-6.424343640012897
8.800000000000001	-6.765878583393334	-71.47727765056997	-71.47714021430477	-6.598694506617218
8.9	-6.876453216709119	-72.5523052460489	-72.55221201810359	-6.714635165782471
9	-6.96944842116472	-75.07887070296182	-75.0788181869336	-6.781949152623874
9.1	-6.996169087409623	-73.85071911974363	-73.85064044906206	-6.842212596088926
9.199999999999999	-6.938270869234543	-73.00229524232483	-73.00218798815733	-6.92997229547767
9.300000000000001	-6.81880064978985	-74.18525165946419	-74.18506020326882	-7.066433891120293
9.4	-6.6871938700153	-74.57564558151464	-74.57543834317532	-7.231424071843845
9.5	-6.584468773595994	-72.98071696185188	-72.9806016321284	-7.387662333755775
9.6	-6.533197386698007	-72.7157462828512	-72.71552384633831	-7.485315071242376
